external_gene_name,chromosome_name,transcript_biotype,is_coding
Rasd1,11,protein_coding,True
Chchd4,6,protein_coding__retained_intron,True
Gm49587,16,lncRNA,False
Smarce1,11,protein_coding__protein_coding_CDS_not_defined,True
Gm9843,16,processed_pseudogene,False
Gm45030,16,lncRNA,False
Nox4,7,protein_coding__protein_coding_CDS_not_defined__retained_intron__nonsense_mediated_decay,True
Tmcc3os,10,lncRNA,False
Gm30726,16,lncRNA,False
Mir7211,10,miRNA,False
Gm48657,10,lncRNA,False
Gm49867,17,processed_pseudogene,False
Gm48658,10,processed_pseudogene,False
Gm49167,10,TEC,False
Gm45029,16,lncRNA,False
Gm15401,6,lncRNA,False
Grik2,10,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm30790,16,lncRNA,False
Ppp4r1,17,protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined__retained_intron,True
1700041M19Rik,16,lncRNA,False
Prss35,9,protein_coding,True
1700063K16Rik,16,processed_transcript__transcribed_processed_pseudogene,False
Gm37969,6,TEC,False
Gm38114,6,TEC,False
Gm38320,6,TEC,False
Gm15402,6,lncRNA,False
Gm7501,16,processed_pseudogene,False
Usp25,16,protein_coding__retained_intron,True
Gm37736,6,TEC,False
Vsig2,9,protein_coding__retained_intron,True
Tmem43,6,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gpc4,X,protein_coding,True
Krt222,11,protein_coding__protein_coding_CDS_not_defined,True
Gm19320,13,processed_pseudogene,False
Gm5197,13,processed_pseudogene,False
Gm24635,13,snRNA,False
Gm8371,13,processed_pseudogene,False
Gm46388,13,processed_pseudogene,False
Asb13,13,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gm15016,X,processed_pseudogene,False
Arxes2,X,protein_coding,True
Atp5j2,5,protein_coding__nonsense_mediated_decay__retained_intron,True
Emd,X,protein_coding__protein_coding_CDS_not_defined__nonsense_mediated_decay,True
Epb41l5,1,protein_coding__retained_intron,True
Wbp2,11,protein_coding__protein_coding_CDS_not_defined,True
Gm54910,13,rRNA,False
Gm47695,13,lncRNA,False
Gm35190,13,lncRNA,False
Calml3,13,protein_coding,True
Slc25a33,4,protein_coding,True
Mir302d,3,miRNA,False
Mir367,3,miRNA,False
Gm37855,3,lncRNA,False
Kcmf1,6,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm40655,13,lncRNA,False
Gm10705,3,processed_pseudogene,False
Nrgn,9,protein_coding__protein_coding_CDS_not_defined,True
Calm4,13,protein_coding,True
Vps45,3,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Calm5,13,protein_coding,True
Arrdc3,13,retained_intron__nonsense_mediated_decay__protein_coding,True
Rpl30-ps3,2,processed_pseudogene,False
Scaper,9,protein_coding__protein_coding_CDS_not_defined,True
Fcnb,2,protein_coding,True
Zkscan14,5,protein_coding,True
Gm13068,4,lncRNA,False
Gm16188,4,lncRNA,False
Gm13073,4,lncRNA,False
Gm13065,4,processed_pseudogene,False
Abcf3,16,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gm13064,4,processed_pseudogene,False
Gm55098,4,rRNA,False
Gm55099,4,miRNA,False
Spsb1,4,protein_coding__protein_coding_CDS_not_defined,True
Zkscan5,5,protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
D530018E20Rik,6,TEC,False
Gm26640,6,lncRNA,False
Arxes1,X,protein_coding,True
Tmsb10,6,protein_coding,True
Gm43554,3,processed_pseudogene,False
Gm14686,X,transcribed_processed_pseudogene,False
Fcrls,3,protein_coding,True
Bex2,X,protein_coding,True
Pemt,11,protein_coding_CDS_not_defined__protein_coding,True
Gm18402,6,processed_pseudogene,False
Gpc3,X,protein_coding,True
Gm20560,6,lncRNA,False
Cd5l,3,protein_coding,True
Xpc,6,protein_coding__nonsense_mediated_decay,True
Gm13371,2,lncRNA,False
Gm13070,4,lncRNA,False
1700023H06Rik,13,lncRNA,False
Gm4211,13,lncRNA,False
H6pd,4,protein_coding__protein_coding_CDS_not_defined,True
9330111N05Rik,13,lncRNA,False
Csrnp3,2,protein_coding__retained_intron__nonsense_mediated_decay,True
Gm49375,13,lncRNA,False
Ndufaf2,13,nonsense_mediated_decay__protein_coding,True
Otud7b,3,protein_coding__protein_coding_CDS_not_defined,True
Cep83,10,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Mir34a,4,miRNA,False
Gm37795,4,TEC,False
Dcun1d4,5,protein_coding__protein_coding_CDS_not_defined__nonsense_mediated_decay,True
Gpr157,4,protein_coding,True
Gm14582,X,lncRNA,False
Mir6384,X,miRNA,False
Mir717,X,miRNA,False
A630012P03Rik,X,lncRNA,False
Gm48568,13,processed_pseudogene,False
Gm48549,13,processed_pseudogene,False
Gm53001,4,unprocessed_pseudogene,False
Ikbkb,8,protein_coding__nonsense_mediated_decay__retained_intron__protein_coding_CDS_not_defined,True
Gm4813,13,processed_pseudogene,False
Gm13093,4,lncRNA,False
Gm8399,13,processed_pseudogene,False
Gm54913,13,miRNA,False
Gm18517,13,processed_transcript__transcribed_processed_pseudogene,False
Map3k15,X,protein_coding,True
Slc2a5,4,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Net1,13,protein_coding__retained_intron,True
Gm55154,11,misc_RNA,False
Krt24,11,protein_coding,True
Gm12358,11,processed_pseudogene,False
Krt25,11,protein_coding,True
Slc2a7,4,protein_coding__retained_intron,True
Krt26,11,protein_coding_CDS_not_defined__protein_coding,True
Gm47017,10,TEC,False
Gm48689,10,lncRNA,False
Gm26543,10,lncRNA,False
Gm47018,10,lncRNA,False
Mir363,X,miRNA,False
Gm47023,10,TEC,False
Mir92-2,X,miRNA,False
Gm15194,X,processed_pseudogene,False
Gm47016,10,TEC,False
Gm8682,X,processed_pseudogene,False
Gm47022,10,TEC,False
Mir19b-2,X,miRNA,False
Mir20b,X,miRNA,False
Gm48123,10,TEC,False
Mir18b,X,miRNA,False
Gm13619,2,lncRNA,False
Mir106a,X,miRNA,False
Gm48125,10,TEC,False
Kis2,X,lncRNA,False
Gm48128,10,processed_pseudogene,False
Gm48130,10,processed_pseudogene,False
Gm13617,2,lncRNA,False
Gm48131,10,TEC,False
Krt27,11,protein_coding,True
Gm48132,10,processed_pseudogene,False
Gm48269,10,processed_pseudogene,False
Zgrf1,3,nonsense_mediated_decay__protein_coding__retained_intron,True
Gm48270,10,processed_pseudogene,False
Gm48271,10,TEC,False
Gm14586,X,processed_pseudogene,False
Gm48273,10,TEC,False
Gm7851,X,processed_pseudogene,False
Gm46223,10,processed_pseudogene,False
Gm48274,10,TEC,False
Nxf3,X,protein_coding,True
Gm48275,10,lncRNA,False
Gm6991,10,processed_pseudogene,False
Bend7,2,protein_coding__protein_coding_CDS_not_defined,True
Gm46199,10,processed_pseudogene,False
Plxnc1,10,protein_coding__protein_coding_CDS_not_defined__retained_intron__nonsense_mediated_decay,True
Whrn,4,retained_intron__protein_coding_CDS_not_defined__protein_coding__nonsense_mediated_decay,True
Krt28,11,protein_coding,True
Gm23407,9,snRNA,False
Tmem176b,6,protein_coding__retained_intron,True
Siae,9,protein_coding__retained_intron,True
Zc3h4,7,protein_coding_CDS_not_defined__protein_coding__retained_intron,True
Gm49744,16,processed_pseudogene,False
Gm49745,16,lncRNA,False
Trim47,11,protein_coding_CDS_not_defined__protein_coding,True
Gm49746,16,processed_pseudogene,False
Gm20164,16,processed_pseudogene,False
Ralbp1,17,protein_coding,True
Gm5675,16,processed_pseudogene,False
Gm25916,16,snoRNA,False
Gm49591,16,processed_pseudogene,False
Vwa5b2,16,protein_coding__protein_coding_CDS_not_defined__retained_intron__nonsense_mediated_decay,True
Gm47813,13,TEC,False
Tubal3,13,protein_coding_CDS_not_defined__protein_coding,True
Ccdc160,X,protein_coding,True
5730412P04Rik,X,lncRNA,False
Bex4,X,protein_coding,True
Ucn3,13,protein_coding,True
Pdha1,X,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm54917,13,miRNA,False
Gm47853,13,processed_pseudogene,False
Gm18857,13,unprocessed_pseudogene,False
Gm42669,5,protein_coding,True
Lrrc66,5,protein_coding,True
Gm45508,7,TEC,False
Gm45509,7,lncRNA,False
Gm45510,7,lncRNA,False
Tmem160,7,protein_coding__nonsense_mediated_decay,True
Gm55195,10,rRNA,False
Gm48718,10,TEC,False
Gm55196,10,misc_RNA,False
Gm48867,10,lncRNA,False
Eif4e1b,13,protein_coding__nonsense_mediated_decay,True
Gm48868,10,TEC,False
Gm33091,10,lncRNA,False
Gm48874,10,TEC,False
Zfp655,5,protein_coding,True
Ascc3,10,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm13176,2,processed_pseudogene,False
Ilk,7,protein_coding__nonsense_mediated_decay__retained_intron,True
Galnt3,2,protein_coding__protein_coding_CDS_not_defined,True
Rai1,11,protein_coding_CDS_not_defined__protein_coding,True
Rpl30,15,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm15195,X,processed_pseudogene,False
Gm15192,X,unprocessed_pseudogene,False
Gm15196,X,processed_pseudogene,False
Gm15193,X,processed_pseudogene,False
Tceal8,X,protein_coding,True
Gm9710,5,processed_pseudogene,False
Zscan25,5,protein_coding__nonsense_mediated_decay,True
Gm24523,15,snoRNA,False
D730044K07Rik,15,TEC,False
Erich5,15,protein_coding,True
Mir6383,X,miRNA,False
Gm43729,3,lncRNA,False
Rpl10,X,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Neurog2,3,protein_coding,True
Gm49188,15,TEC,False
Gm49545,15,processed_pseudogene,False
Gm18814,15,processed_pseudogene,False
Gm7167,15,processed_pseudogene,False
Gm42636,5,TEC,False
Gm49870,17,lncRNA,False
Rida,15,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
D3Ertd751e,3,protein_coding__nonsense_mediated_decay__retained_intron,True
Sgcb,5,protein_coding__retained_intron,True
Gm49871,17,lncRNA,False
Gm35550,17,lncRNA,False
Gm48332,10,TEC,False
Cradd,10,protein_coding__protein_coding_CDS_not_defined,True
Krt10,11,protein_coding,True
Twsg1,17,protein_coding__protein_coding_CDS_not_defined,True
Mapkbp1,2,protein_coding__retained_intron,True
Gm48880,10,TEC,False
Abcd2,15,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gm18120,10,processed_pseudogene,False
Gm48333,10,processed_pseudogene,False
Gm48882,10,lncRNA,False
Gm7444,9,processed_pseudogene,False
Gm55200,10,misc_RNA,False
2310039L15Rik,10,lncRNA,False
Gm43799,5,TEC,False
Spa17,9,protein_coding__retained_intron,True
Cyp3a57,5,nonsense_mediated_decay__protein_coding,True
Sim1,10,protein_coding,True
Gm18301,1,unprocessed_pseudogene,False
Gm11940,11,lncRNA,False
Gm37219,1,TEC,False
Trim65,11,protein_coding__protein_coding_CDS_not_defined,True
Tor3a,1,nonsense_mediated_decay__protein_coding__protein_coding_CDS_not_defined,True
Ankrd12,17,protein_coding__nonsense_mediated_decay__retained_intron__protein_coding_CDS_not_defined,True
CN725425,15,protein_coding,True
Gm26257,10,snRNA,False
Gm5040,10,processed_pseudogene,False
Gm46189,10,lncRNA,False
Gm15346,8,lncRNA,False
Plat,8,retained_intron__protein_coding__protein_coding_CDS_not_defined,True
Socs2,10,nonsense_mediated_decay__retained_intron__protein_coding_CDS_not_defined__protein_coding,True
Rcn2,9,nonsense_mediated_decay__protein_coding__retained_intron,True
Gm2314,5,processed_pseudogene,False
Gm42859,5,processed_pseudogene,False
Gm17227,19,lncRNA,False
Snora70,X,snoRNA,False
Tceal5,X,protein_coding,True
Slc2a13,15,protein_coding__protein_coding_CDS_not_defined,True
Cyp3a16,5,protein_coding,True
Lsm3,6,protein_coding__retained_intron,True
Spindoc,19,protein_coding__retained_intron,True
Krt12,11,protein_coding,True
Tyr,7,protein_coding__protein_coding_CDS_not_defined,True
Bex1,X,protein_coding__retained_intron,True
Tbrg1,9,protein_coding__nonsense_mediated_decay__retained_intron,True
Krt20,11,protein_coding,True
Cxadr,16,protein_coding__retained_intron__nonsense_mediated_decay,True
Gm42863,5,TEC,False
Pop1,15,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Cyp3a41b,5,protein_coding,True
Nek1,8,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Tceal7,X,protein_coding,True
Gm45216,6,lncRNA,False
Gm45215,6,processed_pseudogene,False
Krt23,11,protein_coding,True
Gm45218,6,lncRNA,False
Taf10,7,protein_coding__retained_intron,True
Gm47599,10,lncRNA,False
Gm50232,19,lncRNA,False
Gm45217,6,TEC,False
Rab11b-ps2,19,processed_pseudogene,False
Tceal9,X,protein_coding,True
Gm47600,10,processed_pseudogene,False
Gm18842,19,processed_pseudogene,False
Gm3619,10,processed_pseudogene,False
H3f3a,1,protein_coding__retained_intron,True
Rhod,19,protein_coding__protein_coding_CDS_not_defined,True
Gm49339,10,nonsense_mediated_decay__protein_coding,True
Tmem176a,6,protein_coding__nonsense_mediated_decay__retained_intron,True
Gm43381,5,processed_pseudogene,False
Selenok-ps7,5,processed_pseudogene,False
Cacna1f,X,nonsense_mediated_decay__retained_intron__protein_coding,True
Spata18,5,protein_coding__non_stop_decay,True
Mrpl38,11,protein_coding__retained_intron,True
Npas1,7,protein_coding__retained_intron,True
Gm49925,17,processed_pseudogene,False
Ndufv2,17,protein_coding,True
Panx3,9,protein_coding__nonsense_mediated_decay__retained_intron,True
Zfta,19,protein_coding__retained_intron__nonsense_mediated_decay,True
Lilrb4b,10,protein_coding__nonsense_mediated_decay__retained_intron__protein_coding_CDS_not_defined,True
Gm49748,16,lncRNA,False
Mir1224,16,miRNA,False
Btg3,16,protein_coding,True
Sema3b,9,nonsense_mediated_decay__protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Akr1c14,13,protein_coding__nonsense_mediated_decay,True
n-R5s151,7,rRNA,False
Pold1,7,protein_coding__retained_intron__nonsense_mediated_decay,True
Mir6991,19,miRNA,False
Syt12,19,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gm44764,6,lncRNA__retained_intron,False
Dnah6,6,protein_coding__retained_intron,True
Gm49590,16,TEC,False
Gm25038,16,snoRNA,False
Gm49603,16,TEC,False
Gm49604,16,TEC,False
Mir7665,2,miRNA,False
Ly6c2,15,retained_intron__protein_coding,True
Gm13999,2,lncRNA,False
D16Ertd472e,16,protein_coding__protein_coding_CDS_not_defined,True
Jmjd7,2,protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Gm47904,13,lncRNA,False
Gm47905,13,TEC,False
Krt39,11,protein_coding,True
Gm49195,15,processed_pseudogene,False
Gm22208,15,snRNA,False
Ercc8,13,nonsense_mediated_decay__retained_intron__protein_coding,True
Ly6g,15,protein_coding,True
Gm23264,17,snRNA,False
Gm49927,17,processed_pseudogene,False
2010003K11Rik,19,protein_coding,True
Washc1,17,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
H3f3aos,1,lncRNA,False
Gm28117,15,unprocessed_pseudogene,False
Gm24836,1,snRNA,False
Sde2,1,protein_coding__retained_intron,True
Nipal2,15,protein_coding__nonsense_mediated_decay__retained_intron__protein_coding_CDS_not_defined,True
Aldh18a1,19,protein_coding__retained_intron,True
Sephs1,2,protein_coding__protein_coding_CDS_not_defined,True
Gm40645,10,lncRNA,False
Cyp3a63-ps,5,unprocessed_pseudogene,False
Sptbn1,11,protein_coding__retained_intron,True
Lilrb4a,10,protein_coding__retained_intron__nonsense_mediated_decay,True
C130026I21Rik,1,protein_coding_CDS_not_defined__protein_coding,True
Kdm2b,5,protein_coding__nonsense_mediated_decay__retained_intron__protein_coding_CDS_not_defined,True
Gm37268,3,TEC,False
Mtmr11,3,retained_intron__protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
4930413F20Rik,15,lncRNA,False
Gm48932,15,TEC,False
Kcns2,15,protein_coding,True
4930478L05Rik,16,lncRNA,False
Gm24861,16,snRNA,False
4930570E03Rik,16,lncRNA,False
Ly6g2,15,protein_coding,True
4930403O18Rik,16,TEC,False
Chodl,16,protein_coding__retained_intron,True
Ddx11,17,protein_coding__retained_intron__nonsense_mediated_decay,True
Gm10238,15,unprocessed_pseudogene,False
Hck,2,protein_coding,True
Gm28115,15,unprocessed_pseudogene,False
Ly6f,15,protein_coding,True
Gm20305,1,processed_pseudogene,False
Rpl19-ps1,1,processed_pseudogene,False
Gm55239,1,miRNA,False
Gm7582,1,protein_coding,True
Gm18036,1,processed_pseudogene,False
Gm28116,15,unprocessed_pseudogene,False
Gm3454,15,unprocessed_pseudogene,False
Gm53056,1,unprocessed_pseudogene,False
Gm2389,1,unprocessed_pseudogene,False
Fam20b,1,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm28113,15,unprocessed_pseudogene,False
Gm29517,15,unprocessed_pseudogene,False
Gm28114,15,unprocessed_pseudogene,False
Grm5,7,retained_intron__protein_coding_CDS_not_defined__protein_coding,True
Gm3142,15,unprocessed_pseudogene,False
Ly6l,15,protein_coding,True
Gm34531,15,unprocessed_pseudogene,False
Alg3,16,nonsense_mediated_decay__protein_coding,True
Gm34593,15,unprocessed_pseudogene,False
Gm34646,15,unprocessed_pseudogene,False
Gm7899,3,processed_pseudogene,False
Stk3,15,protein_coding__retained_intron__nonsense_mediated_decay,True
Gm48484,10,processed_pseudogene,False
Gm46224,10,lncRNA,False
Gm37348,3,processed_pseudogene,False
Gm37846,3,TEC,False
Gm38274,3,processed_pseudogene,False
Gm55227,10,miRNA,False
Gm48786,10,processed_pseudogene,False
Gm48787,10,processed_pseudogene,False
Gm37533,3,TEC,False
4930459C07Rik,10,lncRNA,False
Gm38044,3,processed_pseudogene,False
Gm9723,3,processed_pseudogene,False
Gm48788,10,processed_pseudogene,False
Gm18865,3,processed_pseudogene,False
Gm48427,10,lncRNA,False
Gm36976,3,TEC,False
Gm29739,3,processed_pseudogene,False
Gm33782,10,lncRNA,False
Sf3b4,3,protein_coding__retained_intron,True
Gm48428,10,lncRNA,False
Gm20091,10,processed_pseudogene,False
Gm8601,10,processed_pseudogene,False
Fam162b,10,protein_coding,True
Gm54967,3,misc_RNA,False
Gm22027,3,snoRNA,False
Gm32175,3,processed_pseudogene,False
Gm37746,3,TEC,False
Alpk1,3,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Slc6a6,6,protein_coding__protein_coding_CDS_not_defined__retained_intron__nonsense_mediated_decay,True
Gm48505,10,lncRNA,False
Btg1,10,protein_coding,True
Gm44926,7,TEC,False
Gm44927,7,TEC,False
Eci2,13,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gm19918,1,TEC,False
Mir7053,7,miRNA,False
Gm44848,7,TEC,False
Gm15428,1,processed_pseudogene,False
Gm44833,7,processed_pseudogene,False
Gm18342,1,unprocessed_pseudogene,False
Gm44847,7,TEC,False
Arhgap35,7,protein_coding,True
Gm48507,10,processed_pseudogene,False
Lefty2,1,protein_coding__retained_intron,True
Gm6859,10,processed_pseudogene,False
Gm48509,10,processed_pseudogene,False
Gm48521,10,lncRNA,False
Gm55229,10,miRNA,False
Gm33981,10,lncRNA,False
4930556N09Rik,10,lncRNA,False
Gm48555,10,processed_pseudogene,False
Gm8613,10,processed_pseudogene,False
Gm18515,10,processed_pseudogene,False
Mir3966,10,miRNA,False
Gprc6a,10,protein_coding,True
Eya1,1,protein_coding__retained_intron,True
Gm24249,7,snRNA,False
Gm17826,7,processed_pseudogene,False
Gm37365,3,processed_pseudogene,False
Gm44846,7,TEC,False
Gm38128,3,TEC,False
Gm17981,7,processed_pseudogene,False
Gm16238,3,processed_pseudogene,False
Gm37597,3,processed_pseudogene,False
Gm29443,7,lncRNA,False
1500005C15Rik,3,TEC,False
Gm54971,3,snRNA,False
Gm42587,3,TEC,False
Gm49930,17,processed_pseudogene,False
Gm54972,3,miRNA,False
Gm44589,7,processed_pseudogene,False
Gm49931,17,processed_pseudogene,False
Gm54973,3,rRNA,False
Gm29442,7,lncRNA,False
Gm38124,3,TEC,False
Gm20742,17,lncRNA,False
5930409G06Rik,3,TEC,False
Gm24708,7,snRNA,False
Gm17891,17,processed_pseudogene,False
Gm29725,7,processed_pseudogene,False
Sv2a,3,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm49932,17,lncRNA,False
Ceacam15,7,protein_coding,True
Gm49933,17,processed_pseudogene,False
Mtcl1,17,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm33497,15,lncRNA,False
Osr2,15,protein_coding_CDS_not_defined__retained_intron__protein_coding,True
Gm8209,7,processed_pseudogene,False
Gm5586,7,processed_pseudogene,False
Ceacam9,7,protein_coding,True
1700042O05Rik,10,lncRNA,False
Dcn,10,protein_coding__retained_intron,True
Ctsc,7,protein_coding__retained_intron,True
Fcrl1,3,protein_coding__retained_intron,True
Gm24533,6,snoRNA,False
BC048602,15,lncRNA,False
Aoc1,6,protein_coding__retained_intron,True
4921515G04Rik,15,lncRNA,False
Ly6h,15,nonsense_mediated_decay__protein_coding__retained_intron,True
Atp6v1g1,4,protein_coding,True
Car6,4,protein_coding__protein_coding_CDS_not_defined,True
Phyh,2,protein_coding__protein_coding_CDS_not_defined,True
Gm48695,12,lncRNA,False
Ttc7b,12,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm15801,19,processed_pseudogene,False
Vat1l,8,protein_coding_CDS_not_defined__protein_coding__retained_intron,True
Gm40377,6,TEC,False
Gm27042,19,lncRNA,False
4930517G19Rik,6,TEC,False
Gm45828,6,TEC,False
Gm44981,6,TEC,False
Rtn3,19,protein_coding,True
Aoc1l2,6,protein_coding,True
Lum,10,protein_coding,True
4930473O22Rik,10,lncRNA,False
Kera,10,protein_coding,True
Gm24348,6,snoRNA,False
Gm44751,7,lncRNA,False
Gm13194,2,processed_pseudogene,False
Gm13094,4,processed_pseudogene,False
Gm13193,2,processed_pseudogene,False
Gm10242,6,processed_pseudogene,False
Gm13192,2,processed_pseudogene,False
Gm18538,6,processed_pseudogene,False
Gm25345,7,snoRNA,False
Tmem268,4,protein_coding__protein_coding_CDS_not_defined,True
Gm19172,6,processed_pseudogene,False
Tpp1,7,protein_coding__retained_intron__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Aoc1l1,6,protein_coding__nonsense_mediated_decay__retained_intron,True
Epyc,10,protein_coding,True
4933408N05Rik,8,lncRNA,False
Olfm1,2,protein_coding__protein_coding_CDS_not_defined,True
Gm45484,8,TEC,False
Gm45809,8,TEC,False
Gm45483,8,TEC,False
Gm16179,8,processed_pseudogene,False
Gm16178,8,lncRNA,False
Clec3a,8,protein_coding,True
Gm18539,6,processed_pseudogene,False
Gpihbp1,15,protein_coding__retained_intron,True
4930563H07Rik,6,lncRNA,False
Ap3m2,8,protein_coding__retained_intron,True
Aoc1l3,6,protein_coding,True
Gm10754,10,lncRNA,False
Ccer1,10,protein_coding,True
Eef1akmt4,16,protein_coding,True
Gm19173,6,processed_pseudogene,False
4930525C09Rik,10,lncRNA,False
Suclg1,6,protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined__retained_intron,True
C030005K15Rik,10,lncRNA,False
Gm11483,4,processed_pseudogene,False
Gm24448,4,snRNA,False
Gm25658,10,snoRNA,False
Zfp41,15,protein_coding__protein_coding_CDS_not_defined,True
Tex53,4,protein_coding__protein_coding_CDS_not_defined,True
Gm8633,10,lncRNA,False
Gm48687,10,processed_pseudogene,False
Gm37631,10,TEC,False
Gm34297,10,lncRNA,False
Tex48,4,protein_coding,True
Tmprss15,16,protein_coding,True
Gm5427,10,lncRNA,False
Gm48382,12,TEC,False
Gm48381,12,TEC,False
Rfx6,10,retained_intron__protein_coding__nonsense_mediated_decay,True
Abhd12b,12,retained_intron__nonsense_mediated_decay__protein_coding,True
Gm46519,15,lncRNA,False
Gm24234,4,snRNA,False
Vps13b,15,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Eno1,4,protein_coding__retained_intron,True
1700041G16Rik,8,lncRNA,False
Gm24735,8,snRNA,False
Best2,8,protein_coding,True
Krt40,11,protein_coding,True
Gm48383,12,lncRNA,False
Gm28042,2,nonsense_mediated_decay__protein_coding,True
Gm4705,17,processed_pseudogene,False
Gm29237,11,lncRNA,False
Themis3,17,protein_coding,True
Krtap3-3,11,protein_coding,True
Bola1,3,protein_coding,True
Gm8343,9,processed_pseudogene,False
Gm8098,11,lncRNA,False
Tpt1-ps5,9,processed_pseudogene,False
Krtap3-2,11,protein_coding,True
Atxn7l1,12,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gm44475,6,processed_pseudogene,False
Or8a1b,9,protein_coding,True
Gm11939,11,protein_coding,True
Gm54886,6,miRNA,False
Krtap3-1,11,protein_coding,True
Or6g1-ps1,6,unprocessed_pseudogene,False
Gm46576,17,processed_pseudogene,False
1700065L07Rik,6,lncRNA,False
Krtap1-5,11,protein_coding,True
Or8a1,9,protein_coding_LoF,True
Krtap1-4,11,protein_coding,True
Ptprm,17,protein_coding__retained_intron__nonsense_mediated_decay,True
Gm44225,6,processed_pseudogene,False
Krtap1-3,11,protein_coding,True
Tifa,3,protein_coding__protein_coding_CDS_not_defined,True
Gm26179,6,snoRNA,False
Pstpip1,9,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
4930505A04Rik,11,protein_coding__nonsense_mediated_decay,True
Gm23924,6,snRNA,False
Gm54887,6,miRNA,False
Gm8992,6,processed_pseudogene,False
Gm8993,6,processed_pseudogene,False
Gm6210,6,processed_pseudogene,False
Gm8999,6,processed_pseudogene,False
4933439N06Rik,6,TEC,False
Gm9001,6,processed_pseudogene,False
Mef2a,7,protein_coding__nonsense_mediated_decay__retained_intron,True
Gm44113,6,lncRNA,False
Gm5995,6,processed_pseudogene,False
Gm54888,6,miRNA,False
Gm22283,6,snRNA,False
Gm44126,6,processed_pseudogene,False
Ppp1r26,2,protein_coding_CDS_not_defined__protein_coding,True
Gm11482,4,lncRNA,False
Gm15444,3,lncRNA,False
Krtap9-3,11,protein_coding,True
Gm44163,6,processed_pseudogene,False
Gm36996,3,processed_pseudogene,False
Gm11938,11,protein_coding,True
H2ac21,3,protein_coding,True
Gm9008,6,protein_coding,True
Gm11937,11,protein_coding,True
Tnfsf8,4,protein_coding,True
Acyp2,11,protein_coding,True
Gm44166,6,lncRNA,False
H2ac20,3,protein_coding,True
Gm54985,3,miRNA,False
Gpnmb,6,retained_intron__protein_coding__nonsense_mediated_decay,True
H2bc21,3,protein_coding,True
H3c15,3,protein_coding,True
Gm20632,3,lncRNA,False
Krtap2-4,11,protein_coding,True
H2ac19,3,protein_coding,True
Gm12096,11,processed_pseudogene,False
Gm24771,15,snoRNA,False
Gm12098,11,processed_pseudogene,False
Gm48966,15,TEC,False
Get3,8,protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined__retained_intron,True
Gm11562,11,protein_coding,True
Gm54987,3,miRNA,False
Gm7968,15,TEC,False
Gm20633,3,lncRNA,False
Pierce1,2,protein_coding_CDS_not_defined__protein_coding,True
Rpl17-ps4,4,processed_pseudogene,False
Mir599,15,miRNA,False
Gm12097,11,processed_pseudogene,False
Mir875,15,miRNA,False
Gm18994,15,processed_pseudogene,False
H2ac18,3,protein_coding,True
Gm12099,11,processed_pseudogene,False
Krtap4-1,11,protein_coding,True
9130002K18Rik,15,TEC,False
Gm48965,15,TEC,False
Rere,4,protein_coding__protein_coding_CDS_not_defined,True
Gm12100,11,lncRNA,False
Gm48961,15,TEC,False
Gm20634,3,lncRNA,False
Top1mt,15,protein_coding__protein_coding_CDS_not_defined,True
Gm54988,3,miRNA,False
Gm12101,11,processed_pseudogene,False
Ap1ar,3,protein_coding__retained_intron__nonsense_mediated_decay,True
Krtap4-2,11,protein_coding,True
Bex3,X,protein_coding,True
Or8b12,9,protein_coding,True
